ID,Country,MaxTemp,Humidity,lat,lng,Cloudiness,Wind_Speed
3421193,GL,282.9,70,61.99,-49.67,92,2.21
3412093,IS,284.15,93,63.44,-20.27,90,3.6
2039557,RU,294.02,82,42.43,130.64,91,0.39
1529484,CN,307.18,18,42.8,93.45,68,5.79
1255619,IN,301.94,82,18.03,73.02,98,4.43
544397,RU,298.15,53,61.81,51.58,75,6
2264923,PT,300.37,90,39.36,-9.38,0,2.68
2139521,NC,290.15,77,-22.28,166.46,90,1.5
2191562,NZ,279.26,76,-45.87,170.5,67,2.68
2294665,GH,299.15,83,5.58,-0.11,90,5.1
3526756,MX,300.37,88,21.23,-86.73,40,2.57
1505991,RU,293.72,47,67.47,86.58,52,5.25
1789065,CN,291.48,68,32.68,109.02,100,0.65
2961299,IE,290.93,100,53.95,-8.95,75,7.2
3671437,CO,294.43,96,-0.19,-74.78,56,0.97
1488903,RU,292.74,62,65.82,87.98,87,4.24
753866,PL,294.15,43,50.72,23.25,1,5.1
3451138,BR,291.48,93,-32.03,-52.1,99,2.1
1608462,TH,305.15,66,17.77,102.19,75,2.1
1529102,CN,304.15,29,43.8,87.6,20,4
1862415,JP,298.15,88,34.4,132.46,90,1.75
2303611,GH,298.74,83,4.87,-2.24,53,5.48
3839307,AR,276.15,86,-43.3,-65.1,75,5.1
2013727,RU,293.01,55,60.34,102.28,87,0.23
1045114,MZ,297.15,44,-23.86,35.38,40,1
6100069,CA,286.48,100,56.25,-117.29,20,2.6
3470137,BR,293.15,82,-15.86,-38.88,40,3.1
1262062,IN,305.23,64,23.27,68.83,47,7.8
3437056,PY,296.15,53,-25.33,-57.53,100,4.1
3372964,PT,293.68,79,39.05,-27.98,55,3.25
359792,EG,315.13,11,24.09,32.91,0,6.74
2980080,FR,301.15,42,46.42,3.91,47,1
162627,SY,311.15,13,33.97,36.66,0,4.1
5509851,US,297.59,17,36.21,-115.98,43,1.34
3455461,BR,291.87,78,-30.26,-50.51,100,2.4
5937073,CA,291.15,68,46.1,-77.5,75,2.06
6162949,CA,285.14,81,54.52,-128.6,88,0.56
2136697,VU,296.61,76,-16.1,167.42,11,6.1
2065594,AU,293.15,28,-20.73,139.5,0,5.7
2015686,RU,291.92,75,50.32,130.37,34,0.61
159071,TZ,295.1,43,-7.77,35.7,75,2.69
878141,TZ,300.2,46,-10.4,40.33,43,8.64
2270385,PT,295.15,64,33.08,-16.33,40,6.7
3468732,BR,295.54,54,-15.62,-46.42,0,2
673921,RO,301.15,54,43.8,28.58,20,7.2
1803936,CN,304.26,32,37.93,102.64,94,3.65
667303,RO,298.88,48,45.87,25.78,5,2.54
6166142,CA,286.15,93,48.4,-89.32,90,4.18
4997130,US,294.82,100,42.6,-84.38,75,4
2185763,NZ,282.59,85,-39.2,173.88,75,4.92
1223738,LK,301.36,76,5.97,80.42,69,3.19
1273066,IN,303.99,61,22.97,76.07,99,4.66
1794209,CN,293.58,93,22.79,100.97,100,1.12
2635199,GB,289.82,78,57.9,-5.16,100,1.34
1789647,CN,296.13,75,27.9,102.26,98,1.47
3472638,BR,292.62,83,-29.78,-55.79,100,6.02
3393536,BR,300.15,54,-8.01,-34.86,40,5.1
3419842,GL,284.76,74,66.94,-53.67,40,3.14
1714733,PH,299.21,87,11,122.67,63,2.22
719895,HU,299.15,61,47.58,21.15,75,1
1490256,RU,292.15,48,69.49,88.4,20,13
2020584,RU,292.27,69,56.17,107.45,97,1.54
2173911,AU,281.15,65,-31.95,141.43,0,5.1
2063042,AU,294.15,60,-20.32,118.57,0,0.5
560674,RU,295.15,60,50.53,35.8,75,6
2141305,NC,294.47,77,-20.65,166.53,98,10.24
2120591,RU,281.2,84,60.47,166.1,71,3
989921,ZA,292.66,19,-26.85,26.67,0,1.82
2525471,IT,307.15,40,39.24,9.09,0,3.6
2169068,AU,279.68,79,-35.53,144.97,55,2.36
1568574,VN,300.95,83,13.77,109.23,69,4.25
3430443,AR,282.04,91,-38.55,-58.74,100,8.49
4125388,US,299.15,78,36.06,-90.5,1,5.7
2015852,RU,288.89,92,46.54,138.33,37,3.42
2062381,AU,283.74,69,-37.18,139.75,37,2.37
4853423,US,295.15,94,41.52,-90.58,90,2.1
640276,FI,290.15,88,64.68,24.48,90,3.1
1264976,IN,290.49,27,34.17,77.58,49,4.11
